mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tree__min_samples_split,param_tree__min_samples_leaf,param_tree__max_depth,param_tree__criterion,param_tree__class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
89.08875217437745,2.8052207128738917,0.5377602577209473,0.05723134464451086,5,5,,gini,,"{'tree__min_samples_split': 5, 'tree__min_samples_leaf': 5, 'tree__max_depth': None, 'tree__criterion': 'gini', 'tree__class_weight': None}",0.5843254804638647,0.5890682211204672,0.5906098103130681,0.5891557795613642,0.5823032762666386,0.5870925135450806,0.003197659438190642,1,0.6902546547595435,0.6957650050459596,0.6933228572489772,0.6914233979551014,0.6920006992455011,0.6925533228510166,0.0018853691323184975
78.3643226146698,1.6187381510096193,0.5960148334503174,0.06735441366058992,10,10,,entropy,,"{'tree__min_samples_split': 10, 'tree__min_samples_leaf': 10, 'tree__max_depth': None, 'tree__criterion': 'entropy', 'tree__class_weight': None}",0.5774177783419414,0.588028614745824,0.5947978617360073,0.572384558685443,0.5722573755909531,0.5809772378200339,0.008980773304751744,2,0.6508442114758494,0.6523690150881875,0.6529927299980576,0.6559633380245204,0.6512632012200641,0.6526864991613358,0.001808427346788512
124.71015148162842,2.382493690336497,0.5920357227325439,0.058529437626055135,2,1,,gini,,"{'tree__min_samples_split': 2, 'tree__min_samples_leaf': 1, 'tree__max_depth': None, 'tree__criterion': 'gini', 'tree__class_weight': None}",0.5872555384804976,0.5822012965991867,0.5786342769414132,0.576672703435094,0.5798621426031512,0.5809251916118685,0.003637684822292047,3,0.7793968218490485,0.7805803828140409,0.7807729096672449,0.7810938158740532,0.7805140561866695,0.7804715972782115,0.0005738857746349869
111.92755999565125,1.3839382741015738,0.5665438652038575,0.023101611516968934,2,2,40,gini,,"{'tree__min_samples_split': 2, 'tree__min_samples_leaf': 2, 'tree__max_depth': 40, 'tree__criterion': 'gini', 'tree__class_weight': None}",0.5917060578964686,0.5719730115473565,0.5756679379173171,0.5852615353695654,0.57324824959139,0.5795713584644195,0.007649605443129664,4,0.7346905960449872,0.7361365270390008,0.73707330271667,0.7338127376028283,0.7326505977463148,0.7348727522299602,0.0015833086652429702
56.450904321670535,1.6120804072493118,0.5507740497589111,0.03974646933345782,10,1,20,gini,,"{'tree__min_samples_split': 10, 'tree__min_samples_leaf': 1, 'tree__max_depth': 20, 'tree__criterion': 'gini', 'tree__class_weight': None}",0.5904204350148032,0.5721749115724901,0.5761248833113546,0.5796962099728693,0.5784797474358256,0.5793792374614686,0.006087868752526576,5,0.6631656322723148,0.6563616245564916,0.6593123367205368,0.6602696110357775,0.6589107813812517,0.6596039971932746,0.0022003127292608573
84.50667424201966,2.1589378555112044,0.31177382469177245,0.02941224993783976,2,2,,entropy,,"{'tree__min_samples_split': 2, 'tree__min_samples_leaf': 2, 'tree__max_depth': None, 'tree__criterion': 'entropy', 'tree__class_weight': None}",0.5752708665989072,0.584542839367409,0.5800793966717798,0.5738215128155373,0.5792834541318584,0.5785996139170984,0.003791836811855166,6,0.7459156397817649,0.7495836397939969,0.7471716392070759,0.7469802083418642,0.746258298596403,0.747181885144221,0.001285736624570436
68.86671829223633,2.0432006120150015,0.5369229793548584,0.03831185081331681,2,10,30,gini,,"{'tree__min_samples_split': 2, 'tree__min_samples_leaf': 10, 'tree__max_depth': 30, 'tree__criterion': 'gini', 'tree__class_weight': None}",0.5692111869096937,0.5733363848753619,0.5812269449332899,0.5776317321277069,0.5800992290914115,0.5763010955874928,0.004461316356399455,7,0.6418926954018789,0.6485418881269196,0.6491477654474533,0.651732359865495,0.6524940897006437,0.648761759708478,0.0037452941367636904
70.71782841682435,2.156335787442014,0.5258183956146241,0.05650352622420659,20,10,,gini,,"{'tree__min_samples_split': 20, 'tree__min_samples_leaf': 10, 'tree__max_depth': None, 'tree__criterion': 'gini', 'tree__class_weight': None}",0.5703759813365976,0.573564578559206,0.5823500150068873,0.5769985131736077,0.5782106787256781,0.5762999533603954,0.00408210296298963,8,0.6458760827190754,0.6532081979450727,0.6527085145592617,0.6547866220974241,0.6574502455197504,0.6528059325681168,0.003838929549664214
72.88892860412598,2.1160930504545474,0.5609741687774659,0.04725808017866046,10,10,40,gini,,"{'tree__min_samples_split': 10, 'tree__min_samples_leaf': 10, 'tree__max_depth': 40, 'tree__criterion': 'gini', 'tree__class_weight': None}",0.5697886335596121,0.5725949002370249,0.5815268932094821,0.5766296798795357,0.5800809164527572,0.5761242046676823,0.004420306954258186,9,0.6449995938343803,0.6518157408655642,0.6514790374912864,0.6536300175207459,0.6565123322135402,0.6516873443851035,0.0037905242725357574
72.11526799201965,1.6146800607510479,0.5571636199951172,0.04400273009066125,5,10,40,gini,,"{'tree__min_samples_split': 5, 'tree__min_samples_leaf': 10, 'tree__max_depth': 40, 'tree__criterion': 'gini', 'tree__class_weight': None}",0.5697886335596121,0.5725949002370249,0.5815268932094821,0.5766296798795357,0.5800809164527572,0.5761242046676823,0.004420306954258186,9,0.6449995938343803,0.6518157408655642,0.6514790374912864,0.6536300175207459,0.6565123322135402,0.6516873443851035,0.0037905242725357574
